"","X","date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien"
"13289",13289,"1898","https://gallica.bnf.fr/ark:/12148/cb32772312m/date","Alger","L'Express algérien",405,"cb32772312m",425,"1898-12-27","1900-02-25","1898-12-27","1900-02-25",TRUE
"13290",13290,"1916-1921","https://gallica.bnf.fr/ark:/12148/cb328003403/date","Paris","Journal des réfugiés du Nord ",457,"cb328003403",1876,"1916-02-26","1921-04-16","1916-02-26","1921-04-16",TRUE
"13320",13320,"1665-1674","https://gallica.bnf.fr/ark:/12148/cb402142236/date","Paris, Paris, Paris","Lettre en vers à Madame",286,"cb402142236",2005,"1665-07","1670-12-27","1665-07-01","1670-12-27",TRUE
"13335",13335,"1805-1815","https://gallica.bnf.fr/ark:/12148/cb32800910t/date","Nismes","Journal du Gard ",447,"cb32800910t",3087,"1807-01-03","1815-06-17","1807-01-03","1815-06-17",TRUE
"13349",13349,"1895-1907","https://gallica.bnf.fr/ark:/12148/cb34425431m/date","Mauriac","Le Réveil de Mauriac ",1222,"cb34425431m",4322,"1895-06-05","1907-04-06","1895-06-05","1907-04-06",TRUE
"13364",13364,"1903-1906","https://gallica.bnf.fr/ark:/12148/cb326916442/date","Grenoble, Voiron","L'Ami du peuple ",451,"cb326916442",1350,"1903-03-22","1906-12-01","1903-03-22","1906-12-01",TRUE
"13369",13369,"1897-1914","https://gallica.bnf.fr/ark:/12148/cb32706846t/date","Paris","L'Aurore ",6073,"cb32706846t",6853,"1897-10-01","1916-07-07","1897-10-01","1916-07-07",TRUE
"13381",13381,"1882-1894","https://gallica.bnf.fr/ark:/12148/cb32708499s/date","Melun","L'Avenir de Seine et",1997,"cb32708499s",4407,"1882-01-25","1894-02-18","1882-01-25","1894-02-18",TRUE
"13391",13391,"1840-1904","https://gallica.bnf.fr/ark:/12148/cb32750811r/date","Montauban","Courrier de Tarn et",11145,"cb32750811r",22703,"1842-01-01","1904-02-29","1842-01-01","1904-02-29",TRUE
"13394",13394,"1866-1881","https://gallica.bnf.fr/ark:/12148/cb32756236w/date","Paris","Le Derby ",869,"cb32756236w",5918,"1865-10-18","1881-12-31","1865-10-18","1881-12-31",TRUE
"13415",13415,"1911-1914","https://gallica.bnf.fr/ark:/12148/cb32841266k/date","Nîmes","Le Populaire du Midi ",1566,"cb32841266k",1094,"1911-11-26","1914-11-24","1911-11-26","1914-11-24",TRUE
"13417",13417,"1900-1908","https://gallica.bnf.fr/ark:/12148/cb32847160p/date","Moulins","Le Radical de l'Allier ",2628,"cb32847160p",3044,"1900-04-01","1908-08-01","1900-04-01","1908-08-01",TRUE
"13420",13420,"1887-1908","https://gallica.bnf.fr/ark:/12148/cb328477203/date","Belfort","Le Ralliement ",2342,"cb328477203",7839,"1887-04-10","1908-09-26","1887-04-10","1908-09-26",TRUE
"13424",13424,"1892-1902","https://gallica.bnf.fr/ark:/12148/cb32847751c/date","Saint Denis","Le Ralliement ",2589,"cb32847751c",3694,"1892-01-31","1902-03-14","1892-01-31","1902-03-14",TRUE
"13510",13510,"1905-1914","https://gallica.bnf.fr/ark:/12148/cb328011356/date","Paris","Le Journal du soir ",2552,"cb328011356",3368,"1905-05-10","1914-07-30","1905-05-10","1914-07-30",TRUE
"13517",13517,"1815-1841","https://gallica.bnf.fr/ark:/12148/cb32802237d/date","Toulouse","Journal politique et littéraire de Toulouse et de la Haute Garonne ",4354,"cb32802237d",9554,"1815","1841-02-27","1815-01-01","1841-02-27",TRUE
"13523",13523,"1933-1970","https://gallica.bnf.fr/ark:/12148/cb34529658b/date","Saint Denis de La Réunion","La Démocratie ",475,"cb34529658b",2548,"1933-04-04","1940-03-26","1933-04-04","1940-03-26",TRUE
"13532",13532,"1894-1896","https://gallica.bnf.fr/ark:/12148/cb32727679w/date","Montpellier","Le Bulletin du Palais ",91,"cb32727679w",630,"1894-10-18","1896-07-09","1894-10-18","1896-07-09",TRUE
"13534",13534,"1905-1908","https://gallica.bnf.fr/ark:/12148/cb327429448/date","Toulouse","La Cité ",301,"cb327429448",1107,"1905-10-19","1908-10-30","1905-10-19","1908-10-30",TRUE
"13536",13536,"1870-1944","https://gallica.bnf.fr/ark:/12148/cb327558876/date","Toulouse","La Dépêche ",24460,"cb327558876",25339,"1875-04-04","1944-08-19","1875-04-04","1944-08-19",TRUE
"13565",13565,"1880-1976","https://gallica.bnf.fr/ark:/12148/cb32802914p/date","Paris","La Justice ",12088,"cb32802914p",22058,"1880-01-16","1940-06-08","1880-01-16","1940-06-08",TRUE
"13599",13599,"1795-1797","https://gallica.bnf.fr/ark:/12148/cb32699911v/date","Toulouse, A Toulouse, puis : imprimeur libraire, A Toulouse","L'Anti terroriste",294,"cb32699911v",944,"1795-02-07","1797-09-08","1795-02-07","1797-09-08",TRUE
"13609",13609,"1872-1941","https://gallica.bnf.fr/ark:/12148/cb32740226x/date","Angoulême","La Charente ",21721,"cb32740226x",25366,"1872-04-23","1941-10-05","1872-04-23","1941-10-05",TRUE
"13624",13624,"1923-1934","https://gallica.bnf.fr/ark:/12148/cb327410645/date","Paris","The Chicago tribune and the Daily news",6250,"cb327410645",6358,"1917-07-04","1934-11-30","1917-07-04","1934-11-30",TRUE
"13631",13631,"1881-1882","https://gallica.bnf.fr/ark:/12148/cb32743027f/date","Paris","Le Citoyen ",375,"cb32743027f",380,"1881-10-01","1882-10-16","1881-10-01","1882-10-16",TRUE
"13632",13632,"1886-1890","https://gallica.bnf.fr/ark:/12148/cb32743199k/date","Cahors","Le Clairon du Lot ",1386,"cb32743199k",1669,"1886-03-25","1890-10-19","1886-03-25","1890-10-19",TRUE
"13650",13650,"1943-1944","https://gallica.bnf.fr/ark:/12148/cb40165227p/date","Alger, Alger","Journal officiel de la République française ",158,"cb40165227p",508,"1943-06-10","1944-10-30","1943-06-10","1944-10-30",TRUE
"13652",13652,"1819-1914","https://gallica.bnf.fr/ark:/12148/cb32747578p/date","Paris","Le Constitutionnel ",30393,"cb32747578p",34778,"1819-05-02","1914-07-21","1819-05-02","1914-07-21",TRUE
"13742",13742,"1916-1970","https://gallica.bnf.fr/ark:/12148/cb34393339w/date","Limoges, Paris","Le Populaire ",7077,"cb34393339w",9725,"1918-04-11","1944-11-25","1918-04-11","1944-11-25",TRUE
"13746",13746,"1891-1938","https://gallica.bnf.fr/ark:/12148/cb32772370s/date","Toulouse","L'Express du Midi ",16682,"cb32772370s",16925,"1891-09-29","1938-01-31","1891-09-29","1938-01-31",TRUE
"13753",13753,"1878-1885","https://gallica.bnf.fr/ark:/12148/cb34467284z/date","Paris","Journal du protestantisme français",350,"cb34467284z",2449,"1878-10-12","1885-06-26","1878-10-12","1885-06-26",TRUE
"13775",13775,"1895-1898","https://gallica.bnf.fr/ark:/12148/cb328097213/date","Niort","La Lune de Fouras ",152,"cb328097213",1064,"1895-07-28","1898-06-26","1895-07-28","1898-06-26",TRUE
"13782",13782,"1898-1900","https://gallica.bnf.fr/ark:/12148/cb328270186/date","Saint Denis","Le Nouvelliste de l'île de La Réunion ",431,"cb328270186",843,"1898-08-10","1900-12-01","1898-08-10","1900-12-01",TRUE
"13804",13804,"1921-1971","https://gallica.bnf.fr/ark:/12148/cb32808162s/date","Paris","Lisette ",2220,"cb32808162s",10759,"1921-07-17","1950-12-31","1921-07-17","1950-12-31",TRUE
"13814",13814,"1897-1915","https://gallica.bnf.fr/ark:/12148/cb328340071/date","Fontenay le Comte","Le Patriote de la Vendée ",1674,"cb328340071",6405,"1897-08-01","1915-02-14","1897-08-01","1915-02-14",TRUE
"13829",13829,"1887-1939","https://gallica.bnf.fr/ark:/12148/cb32838755s/date","Saintes","Le Peuple ",3517,"cb32838755s",19186,"1887-02-14","1939-08-27","1887-02-14","1939-08-27",TRUE
"13836",13836,"1871-1895","https://gallica.bnf.fr/ark:/12148/cb328349870/date","Nizza","Il Pensiero di Nizza ",3841,"cb328349870",8832,"1871-09-09","1895-11-14","1871-09-09","1895-11-14",TRUE
"13838",13838,"1880-1948","https://gallica.bnf.fr/ark:/12148/cb32793876w/date","Paris","L'Intransigeant ",22311,"cb32793876w",24913,"1880-07-15","1948-09-30","1880-07-15","1948-09-30",TRUE
"13844",13844,"1877-1896","https://gallica.bnf.fr/ark:/12148/cb328359935/date","Alger","Le Petit colon algérien",5411,"cb328359935",5698,"1881-03-01","1896-10-06","1881-03-01","1896-10-06",TRUE
"13851",13851,"1908-1944","https://gallica.bnf.fr/ark:/12148/cb32815893g/date","Toulouse","Le Midi socialiste ",12712,"cb32815893g",13377,"1908","1944-08-16","1908-01-01","1944-08-16",TRUE
"13879",13879,"1939-1940","https://gallica.bnf.fr/ark:/12148/cb32826916r/date","Paris","Nouvelles tchécoslovaques ",70,"cb32826916r",420,"1939-04-07","1940-05-31","1939-04-07","1940-05-31",TRUE
"13885",13885,"1921-1922","https://gallica.bnf.fr/ark:/12148/cb32824140x/date","Boulogne sur Mer","Nord sportif ",61,"cb32824140x",420,"1921-09-17","1922-11-11","1921-09-17","1922-11-11",TRUE
"13923",13923,"1916-191.","https://gallica.bnf.fr/ark:/12148/cb32863377d/date","Toulouse","Rugby ",98,"cb32863377d",595,"1916-10-07","1918-05-25","1916-10-07","1918-05-25",TRUE
"13926",13926,"1917-1920","https://gallica.bnf.fr/ark:/12148/cb32863576m/date","Paris","Russkij soldat graždanin vo Francii",372,"cb32863576m",652,"1917-07-25","1919-05-08","1917-07-25","1919-05-08",TRUE
"13935",13935,"1875-1887","https://gallica.bnf.fr/ark:/12148/cb32872188g/date","Paris","Le Sportsman ",622,"cb32872188g",4347,"1875-07-03","1887-05-28","1875-07-03","1887-05-28",TRUE
"13937",13937,"1831-1835","https://gallica.bnf.fr/ark:/12148/cb32887248x/date","Niort","Le Vendéen ",98,"cb32887248x",584,"1834-02-07","1835-09-14","1834-02-07","1835-09-14",TRUE
"13941",13941,"1871-1885","https://gallica.bnf.fr/ark:/12148/cb34455255p/date","Paris","La Renaissance ",681,"cb34455255p",4738,"1871-01-07","1883-12-28","1871-01-07","1883-12-28",TRUE
"13950",13950,"1863-1944","https://gallica.bnf.fr/ark:/12148/cb32895690j/date","Paris, Clermont Ferrand, Pau","Le Petit journal ",29518,"cb32895690j",29792,"1863-01-31","1944-08-26","1863-01-31","1944-08-26",TRUE
"13963",13963,"1945-1947","https://gallica.bnf.fr/ark:/12148/cb32891909q/date","Saint Denis","La Voix républicaine de Saint Denis ",93,"cb32891909q",637,"1945-07-14","1947-04-12","1945-07-14","1947-04-12",TRUE
"13985",13985,"1886-1920","https://gallica.bnf.fr/ark:/12148/cb32836696m/date","Tizi Ouzou","Le Petit Kabyle ",1974,"cb32836696m",12466,"1886-11-07","1920-12-25","1886-11-07","1920-12-25",TRUE
"14006",14006,"1911-1944","https://gallica.bnf.fr/ark:/12148/cb32832672n/date","Paris","Paris midi ",11672,"cb32832672n",12243,"1911-02-07","1944-08-15","1911-02-07","1944-08-15",TRUE
"14077",14077,"1937-1940","https://gallica.bnf.fr/ark:/12148/cb32853568s/date","Saint Denis","Le Réunionnais",559,"cb32853568s",1181,"1937-01-01","1940-03-27","1937-01-01","1940-03-27",TRUE
"14100",14100,"1884-1944","https://gallica.bnf.fr/ark:/12148/cb328123058/date","Paris","Le Matin ",22486,"cb328123058",22087,"1884-02-26","1944-08-17","1884-02-26","1944-08-17",TRUE
"14118",14118,"1836-1952","https://gallica.bnf.fr/ark:/12148/cb34448033b/date","Paris","La Presse ",31498,"cb34448033b",36188,"1836-06-15","1935-07-15","1836-06-15","1935-07-15",TRUE
"14161",14161,"1881-1886","https://gallica.bnf.fr/ark:/12148/cb32854362d/date","Charleville","Le Réveil des Ardennes ",1683,"cb32854362d",2065,"1881-01-19","1886-09-15","1881-01-19","1886-09-15",TRUE
"14189",14189,"1814-1944","https://gallica.bnf.fr/ark:/12148/cb39294634r/date","Paris","Journal des débats politiques et littéraires",48168,"cb39294634r",47622,"1814-04-01","1944-08-19","1814-04-01","1944-08-19",TRUE
"14219",14219,"1872-1885","https://gallica.bnf.fr/ark:/12148/cb34544778f/date","Saint Denis","Le Nouveau Salazien ",732,"cb34544778f",2921,"1878-10-22","1886-10-21","1878-10-22","1886-10-21",TRUE
"14229",14229,"1924-1925","https://gallica.bnf.fr/ark:/12148/cb32708310x/date","Cayenne","L'Avenir de la Guyane ",108,"cb32708310x",712,"1924-01-19","1925-12-31","1924-01-19","1925-12-31",TRUE
"14233",14233,"1932-1937","https://gallica.bnf.fr/ark:/12148/cb32734924x/date","Fort de France","Le Cablo ",485,"cb32734924x",1661,"1932-11-16","1937-06-04","1932-11-16","1937-06-04",TRUE
"14235",14235,"1891-1895","https://gallica.bnf.fr/ark:/12148/cb32753216j/date","Narbonne","La Croix du Sud ",1392,"cb32753216j",1304,"1891-10-01","1895-04-27","1891-10-01","1895-04-27",TRUE
"14239",14239,"1881-1882","https://gallica.bnf.fr/ark:/12148/cb32815933w/date","Nîmes","Le Midi viticole ",70,"cb32815933w",484,"1881-07-30","1882-11-26","1881-07-30","1882-11-26",TRUE
"14240",14240,"1907-1914","https://gallica.bnf.fr/ark:/12148/cb328401453/date","Lens","La Plaine de Lens ",837,"cb328401453",2643,"1907-04-14","1914-07-09","1907-04-14","1914-07-09",TRUE
"14258",14258,"1880-1907","https://gallica.bnf.fr/ark:/12148/cb32750513m/date","Pointe à Pitre, Basse Terre","Le Courrier de la Guadeloupe ",1630,"cb32750513m",9767,"1881-03-29","1907-12-26","1881-03-29","1907-12-26",TRUE
"14260",14260,"1883-1885","https://gallica.bnf.fr/ark:/12148/cb327507820/date","Saint Pierre Réunion","Le Courrier de Saint Pierre ",198,"cb327507820",670,"1883-03-03","1885-01-01","1883-03-03","1885-01-01",TRUE
"14276",14276,"1943-1954","https://gallica.bnf.fr/ark:/12148/cb328020475/date","Pondichéry","Journal officiel de l'Inde française",446,"cb328020475",2548,"1943-01-02","1949-12-24","1943-01-02","1949-12-24",TRUE
"14282",14282,"1908-1958","https://gallica.bnf.fr/ark:/12148/cb328387773/date","Saint Denis","Le Peuple ",4477,"cb328387773",11040,"1910-01-04","1940-03-27","1910-01-04","1940-03-27",TRUE
"14286",14286,"1883-1887","https://gallica.bnf.fr/ark:/12148/cb328413556/date","Saint Pierre","Le Port de Saint Pierre ",273,"cb328413556",1344,"1883-03-18","1886-11-21","1883-03-18","1886-11-21",TRUE
"14303",14303,"1795-1800","https://gallica.bnf.fr/ark:/12148/cb32798959s/date","Toulouse","Journal de Toulouse",190,"cb32798959s",368,"1799-08-08","1800-08-11","1799-08-08","1800-08-11",TRUE
"14306",14306,"1804-1814","https://gallica.bnf.fr/ark:/12148/cb328008336/date","Toulouse","Journal du département de la Haute Garonne ",1224,"cb328008336",3751,"1804","1814-04-09","1804-01-01","1814-04-09",TRUE
"14308",14308,"1789-1793","https://gallica.bnf.fr/ark:/12148/cb328023966/date","Toulouse","Journal universel",369,"cb328023966",1400,"1789-12-23","1793-10-23","1789-12-23","1793-10-23",TRUE
"14317",14317,"1890-1894","https://gallica.bnf.fr/ark:/12148/cb32873608m/date","Toulouse","Le Sud Ouest ",1681,"cb32873608m",1825,"1890","1894-12-31","1890-01-01","1894-12-31",TRUE
"14331",14331,"1907-1944","https://gallica.bnf.fr/ark:/12148/cb344254339/date","Mauriac","Le Réveil du Cantal ",3472,"cb344254339",13568,"1907-04-10","1944-06-02","1907-04-10","1944-06-02",TRUE
"14347",14347,"1932-194.","https://gallica.bnf.fr/ark:/12148/cb327400867/date","Hanoï","Chantecler ",639,"cb327400867",2811,"1932-04-17","1939-12-28","1932-04-17","1939-12-28",TRUE
"14353",14353,"1926","https://gallica.bnf.fr/ark:/12148/cb32768488c/date","Saïgon","L'Ere nouvelle",219,"cb32768488c",1040,"1926-08-17","1929-06-22","1926-08-17","1929-06-22",TRUE
"14361",14361,"1920-1944","https://gallica.bnf.fr/ark:/12148/cb327595938/date","Saïgon","L'Écho annamite ",3069,"cb327595938",9016,"1920-01-08","1944-09-14","1920-01-08","1944-09-14",TRUE
"14364",14364,"1888","https://gallica.bnf.fr/ark:/12148/cb32864043h/date","Saïgon","Saïgon républicain",81,"cb32864043h",395,"1888-04-08","1889-05-08","1888-04-08","1889-05-08",TRUE
"14367",14367,"1904-1910","https://gallica.bnf.fr/ark:/12148/cb32851457c/date","Tours","La Réplique ",691,"cb32851457c",2386,"1904-06-18","1910-12-30","1904-06-18","1910-12-30",TRUE
"14376",14376,"1849-1851","https://gallica.bnf.fr/ark:/12148/cb32747559d/date","Pau","La Constitution ",653,"cb32747559d",849,"1849-08-05","1851-12-02","1849-08-05","1851-12-02",TRUE
"14381",14381,"1841-1944","https://gallica.bnf.fr/ark:/12148/cb345241384/date","Toulouse","Journal de Toulouse ",16058,"cb345241384",16742,"1841-02-28","1886-12-31","1841-02-28","1886-12-31",TRUE
"14395",14395,"1892-1896","https://gallica.bnf.fr/ark:/12148/cb328831491/date","Pau","L'Union catholique des Basses Pyrénées ",392,"cb328831491",1531,"1892-01-30","1896-04-09","1892-01-30","1896-04-09",TRUE
"14401",14401,"1888-1944","https://gallica.bnf.fr/ark:/12148/cb344124174/date","Strassburg","Strassburger neueste Nachrichten ",1527,"cb344124174",1824,"1914-01-02","1918-12-31","1914-01-02","1918-12-31",TRUE
"14402",14402,"1898-1918","https://gallica.bnf.fr/ark:/12148/cb34420707c/date","Strassburg","Freie Presse für Elsass Lothringen",1481,"cb34420707c",7447,"1898-08-10","1918-12-31","1898-08-10","1918-12-31",TRUE
"14404",14404,"18..-19..","https://gallica.bnf.fr/ark:/12148/cb43682626d/date","Heidelberg","Die Kirche ",156,"cb43682626d",1085,"1914-01-04","1916-12-24","1914-01-04","1916-12-24",TRUE
"14406",14406,"1871-1918","https://gallica.bnf.fr/ark:/12148/cb32822970k/date","Mülhausen","Neue Mülhauser Zeitung",1496,"cb32822970k",1814,"1914-01-02","1918-12-21","1914-01-02","1918-12-21",TRUE
"14408",14408,"1897-1940","https://gallica.bnf.fr/ark:/12148/cb344240360/date","Colmar","Elsässer Kurier",1351,"cb344240360",7547,"1897-05-02","1917-12-31","1897-05-02","1917-12-31",TRUE
"14409",14409,"1894-1939","https://gallica.bnf.fr/ark:/12148/cb32827629h/date","Saint Louis","Oberelsässischer Volksfreund ",712,"cb32827629h",1823,"1914-01-03","1918-12-31","1914-01-03","1918-12-31",TRUE
"14411",14411,"1897-1918","https://gallica.bnf.fr/ark:/12148/cb34424059n/date","Mülhausen","Oberelsässische Landes Zeitung",1473,"cb34424059n",1793,"1914-01-02","1918-11-30","1914-01-02","1918-11-30",TRUE
"14417",14417,"1881-1918","https://gallica.bnf.fr/ark:/12148/cb344460555/date","Hagenau","Hagenauer Zeitung",3307,"cb344460555",15216,"1877-05-03","1918-12-31","1877-05-03","1918-12-31",TRUE
"14419",14419,"1899-191?","https://gallica.bnf.fr/ark:/12148/cb34447162z/date","Schlettstadt","Schlettstadter Tageblatt",1494,"cb34447162z",1824,"1914-01-02","1918-12-31","1914-01-02","1918-12-31",TRUE
"14422",14422,"1908-1940","https://gallica.bnf.fr/ark:/12148/cb32886381s/date","Haguenau","Unterländer Kurier ",4474,"cb32886381s",11531,"1908-10-12","1940-05-08","1908-10-12","1940-05-08",TRUE
"14424",14424,"1883-1919","https://gallica.bnf.fr/ark:/12148/cb328949459/date","Straßburg, Straßburg","Zentral und Bezirks",531,"cb328949459",1813,"1914-01-03","1918-12-21","1914-01-03","1918-12-21",TRUE
"14429",14429,"1875-1878","https://gallica.bnf.fr/ark:/12148/cb327658800/date","Poitiers","L'Électeur poitevin ",152,"cb327658800",1058,"1875-05-06","1878-03-29","1875-05-06","1878-03-29",TRUE
"14434",14434,"1943-1944","https://gallica.bnf.fr/ark:/12148/cb32744481k/date","Tananarive","Combat ",1431,"cb32744481k",2553,"1943-01-04","1949-12-31","1943-01-04","1949-12-31",TRUE
"14436",14436,"1833-1852","https://gallica.bnf.fr/ark:/12148/cb32781005g/date","Nîmes","Gazette du Bas Languedoc ",2364,"cb32781005g",7267,"1833-02-06","1852-12-30","1833-02-06","1852-12-30",TRUE
"14438",14438,"1831-1873","https://gallica.bnf.fr/ark:/12148/cb327512340/date","Nîmes","Le Courrier du Gard ",8093,"cb327512340",15230,"1831-10-04","1873-06-15","1831-10-04","1873-06-15",TRUE
"14444",14444,"1889-1893","https://gallica.bnf.fr/ark:/12148/cb327529732/date","Bordeaux","La Croix de Bordeaux ",245,"cb327529732",1505,"1889-04-07","1893-05-21","1889-04-07","1893-05-21",TRUE
"14453",14453,"1890-189.","https://gallica.bnf.fr/ark:/12148/cb32793887j/date","Paris","L'Intransigeant illustré",120,"cb32793887j",833,"1890-09-18","1892-12-29","1890-09-18","1892-12-29",TRUE
"14458",14458,"1925-1927","https://gallica.bnf.fr/ark:/12148/cb32834992k/date","Nizza, Nizza","Il Pensiero latino ",61,"cb32834992k",419,"1925-12-02","1927-01-25","1925-12-02","1927-01-25",TRUE
"14460",14460,"1905-1906","https://gallica.bnf.fr/ark:/12148/cb32837010n/date","Pau","Le Petit montagnard ",57,"cb32837010n",392,"1905-02-19","1906-03-18","1905-02-19","1906-03-18",TRUE
"14465",14465,"1865-1867","https://gallica.bnf.fr/ark:/12148/cb32790442r/date","Pau","L'Indicateur de Pau et des Basses Pyrénées ",75,"cb32790442r",518,"1865-12-09","1867-05-11","1865-12-09","1867-05-11",TRUE
"14468",14468,"1896-1944","https://gallica.bnf.fr/ark:/12148/cb32834057k/date","Pau","Le Patriote des Pyrénées ",14665,"cb32834057k",19856,"1890-04-06","1944-08-17","1890-04-06","1944-08-17",TRUE
"14473",14473,"1869-1871","https://gallica.bnf.fr/ark:/12148/cb344005407/date","Pau","Le Béarnais ",290,"cb344005407",672,"1869-04-03","1871-02-04","1869-04-03","1871-02-04",TRUE
"14479",14479,"1886-1887","https://gallica.bnf.fr/ark:/12148/cb328368380/date","Pau","Le Petit mémorial du dimanche ",56,"cb328368380",392,"1886-01-17","1887-02-13","1886-01-17","1887-02-13",TRUE
"14483",14483,"1874-1885","https://gallica.bnf.fr/ark:/12148/cb327617786/date","Pau","L'Écho des Pyrénées ",1870,"cb327617786",4322,"1874","1885-11-01","1874-01-01","1885-11-01",TRUE
"14487",14487,"1921-1922","https://gallica.bnf.fr/ark:/12148/cb327796573/date","Nîmes","Le Gard ",314,"cb327796573",378,"1921-04-16","1922-04-29","1921-04-16","1922-04-29",TRUE
"14502",14502,"1905-1908","https://gallica.bnf.fr/ark:/12148/cb327078838/date","Tours","L'Avenir ",874,"cb327078838",1051,"1905-02-13","1907-12-31","1905-02-13","1907-12-31",TRUE
"14503",14503,"1900-1944","https://gallica.bnf.fr/ark:/12148/cb327071375/date","Paris","L'Auto ",16415,"cb327071375",16011,"1900-10-16","1944-08-17","1900-10-16","1944-08-17",TRUE
"14505",14505,"1791-1799","https://gallica.bnf.fr/ark:/12148/cb328143559/date","Paris","Mercure français ",564,"cb328143559",2620,"1791-12-17","1799-02-18","1791-12-17","1799-02-18",TRUE
"14506",14506,"1867-1944","https://gallica.bnf.fr/ark:/12148/cb34416250c/date","Pau","L'Indépendant des Basses Pyrénées ",21174,"cb34416250c",27757,"1867","1942-12-31","1867-01-01","1942-12-31",TRUE
"14523",14523,"1816-1831","https://gallica.bnf.fr/ark:/12148/cb328009115/date","Nismes","Journal du Gard ",1177,"cb328009115",5841,"1816-01-03","1831-12-31","1816-01-03","1831-12-31",TRUE
"14532",14532,"1888-1896","https://gallica.bnf.fr/ark:/12148/cb32756088k/date","Clermont Ferrand","La Dépêche du Puy de",2540,"cb32756088k",2629,"1888-12-18","1896-02-29","1888-12-18","1896-02-29",TRUE
"14533",14533,"1883-1890","https://gallica.bnf.fr/ark:/12148/cb32789367s/date","Cherbourg","L'Indépendant ",896,"cb32789367s",2649,"1883-07-05","1890-10-05","1883-07-05","1890-10-05",TRUE
"14538",14538,"1904-1944","https://gallica.bnf.fr/ark:/12148/cb32853808r/date","Blaye","Le Réveil blayais ",2072,"cb32853808r",14510,"1904-11-13","1944-08-05","1904-11-13","1944-08-05",TRUE
"14540",14540,"1854-1900","https://gallica.bnf.fr/ark:/12148/cb328718467/date","Paris","Le Sport ",2834,"cb328718467",16904,"1854-09-17","1900-12-29","1854-09-17","1900-12-29",TRUE
"14553",14553,"1949-1951","https://gallica.bnf.fr/ark:/12148/cb32824097m/date","Lille","Nord matin",104,"cb32824097m",723,"1949-01-01","1950-12-25","1949-01-01","1950-12-25",TRUE
"14581",14581,"1894-1898","https://gallica.bnf.fr/ark:/12148/cb32751504w/date","Loches","Le Courrier lochois ",462,"cb32751504w",1726,"1894-04-10","1898-12-31","1894-04-10","1898-12-31",TRUE
"14582",14582,"19??","https://gallica.bnf.fr/ark:/12148/cb32801338s/date","Rabat","Le Journal général",802,"cb32801338s",5230,"1936-09-04","1950-12-30","1936-09-04","1950-12-30",TRUE
"14588",14588,"1840-1849","https://gallica.bnf.fr/ark:/12148/cb328277978/date","Pau","L'Observateur des Pyrénées ",1400,"cb328277978",3134,"1841-01-01","1849-08-01","1841-01-01","1849-08-01",TRUE
"14594",14594,"1878-1892","https://gallica.bnf.fr/ark:/12148/cb32837080t/date","Lille","Le Petit Nord ",4519,"cb32837080t",5039,"1878-11-13","1892-08-30","1878-11-13","1892-08-30",TRUE
"14624",14624,"1883-1886","https://gallica.bnf.fr/ark:/12148/cb32772367w/date","Orléans","L'Express du Loiret ",931,"cb32772367w",1026,"1883-11-08","1886-08-30","1883-11-08","1886-08-30",TRUE
"14627",14627,"1873-1887","https://gallica.bnf.fr/ark:/12148/cb32815741z/date","Nîmes","Le Midi ",5024,"cb32815741z",5142,"1873-06-16","1887-07-15","1873-06-16","1887-07-15",TRUE
"14630",14630,"1853-1871","https://gallica.bnf.fr/ark:/12148/cb328292512/date","Nîmes","L'Opinion du Midi ",1727,"cb328292512",4089,"1860-01-13","1871-03-25","1860-01-13","1871-03-25",TRUE
"14634",14634,"1923-1945","https://gallica.bnf.fr/ark:/12148/cb32847412n/date","Paris","Radio magazine ",126,"cb32847412n",875,"1929-02-03","1931-06-28","1929-02-03","1931-06-28",TRUE
"14637",14637,"1912-1914","https://gallica.bnf.fr/ark:/12148/cb32788996s/date","Angoulême","L'Impartial du Centre Ouest ",561,"cb32788996s",672,"1912-09-15","1914-07-19","1912-09-15","1914-07-19",TRUE
"14648",14648,"1946-1949","https://gallica.bnf.fr/ark:/12148/cb328721080/date","Lille","Sports éclair ",145,"cb328721080",541,"1946-07-06","1947-12-29","1946-07-06","1947-12-29",TRUE
"14655",14655,"1843-1851","https://gallica.bnf.fr/ark:/12148/cb32755585p/date","Paris","La Démocratie pacifique ",2421,"cb32755585p",3043,"1843-08-01","1851-11-30","1843-08-01","1851-11-30",TRUE
"14662",14662,"1885-1893","https://gallica.bnf.fr/ark:/12148/cb32802951w/date","Draguignan","La Justice du Var ",456,"cb32802951w",1820,"1885-09-09","1890-09-03","1885-09-09","1890-09-03",TRUE
"14667",14667,"1830-1851","https://gallica.bnf.fr/ark:/12148/cb32822285p/date","Paris","Le National ",2384,"cb32822285p",2400,"1830-01-03","1836-07-30","1830-01-03","1836-07-30",TRUE
"14673",14673,"1843-1850","https://gallica.bnf.fr/ark:/12148/cb32850005s/date","Paris","La Réforme ",2258,"cb32850005s",2387,"1843-07","1850-01-12","1843-07-01","1850-01-12",TRUE
"14680",14680,"1871-1883","https://gallica.bnf.fr/ark:/12148/cb32739848v/date","Reims","La Champagne ",2993,"cb32739848v",4467,"1871-09-06","1883-11-29","1871-09-06","1883-11-29",TRUE
